keyword,normalized_query,search_intent,cluster,subcluster,country,city,audience,course,problem,funnel_stage,estimated_demand,competition_evidence,opportunity_score,ai_search_potential,existing_target_url,recommended_target_url,cannibalization_risk,content_type,action,evidence_source,confidence
dua for traveling by plane,dua for traveling by plane,informational,duas-supplications,guide,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:57,28.0,MEDIUM,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
insh allah,insh allah,informational,islamic-general,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:31.5,28.0,LOW,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
inshaallah,inshaallah,informational,islamic-terms,definition,Netherlands,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:54,28.0,LOW,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
inshallah arabic,inshallah arabic,informational,islamic-terms,definition,Philippines,,none,none,none,top,GSC_IMPRESSIONS_68D:10,GSC_AVG_POSITION:48.9,28.0,LOW,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
inshallah translate,inshallah translate,informational,islamic-terms,definition,GRC,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:37.5,28.0,LOW,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
labbayk,labbayk,informational,unclustered,unknown,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:26.5,28.0,LOW,/blog/labbaik-allahumma-labbaik,/blog/labbaik-allahumma-labbaik,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
labbayk allahumma labbayk,labbayk allahumma labbayk,informational,islamic-general,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:30,28.0,LOW,/blog/labbaik-allahumma-labbaik,/blog/labbaik-allahumma-labbaik,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
list of 99 names of allah,list of 99 names of allah,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:82.5,28.0,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
list of the 99 names of allah,list of the 99 names of allah,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:78.5,28.0,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
list the 99 names of allah,list the 99 names of allah,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:86,28.0,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
name of allah 99,name of allah 99,informational,islamic-general,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:58,28.0,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
names of allah meanings,names of allah meanings,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:64,28.0,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
steps for ghusl,steps for ghusl,informational,salah-prayer,guide,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:64,28.0,LOW,/blog/how-to-do-ghusl-step-by-step,/blog/how-to-do-ghusl-step-by-step,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
the 99 names of allah,the 99 names of allah,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:77.5,28.0,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
uk 2021 census muslim population,uk 2021 census muslim population,informational,islamic-demographics,reference,India,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:24,28.0,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
الحمدلله in english,الحمدلله in english,informational,unclustered,unknown,Egypt,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:62.5,28.0,HIGH,/blog/alhamdulillah-meaning-in-english.html,/blog/alhamdulillah-meaning-in-english.html,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
100 names allah,100 names allah,informational,99-names,reference,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:56.8,27.7,LOW,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
astaghfirullah in arabic,astaghfirullah in arabic,informational,islamic-terms,definition,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:18,GSC_AVG_POSITION:51.9,27.7,LOW,/blog/astaghfirullah-meaning,/blog/astaghfirullah-meaning,MEDIUM,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
surah al rahman benefits,surah al rahman benefits,informational,quran-surahs,reference,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:85.5,27.7,MEDIUM,/blog/surah-rahman-benefits,/blog/surah-rahman-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
surah mulk benefits,surah mulk benefits,informational,quran-surahs,reference,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:84.5,27.7,LOW,/blog/surah-mulk-benefits,/blog/surah-mulk-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
benefits of surah waqiah,benefits of surah waqiah,informational,quran-surahs,reference,India,,none,none,none,top,GSC_IMPRESSIONS_68D:8,GSC_AVG_POSITION:85.8,27.6,MEDIUM,/blog/surah-waqiah-benefits,/blog/surah-waqiah-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
inshallah in arabic,inshallah in arabic,informational,islamic-terms,definition,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:31,GSC_AVG_POSITION:46.1,27.4,LOW,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
allahu akbar,allahu akbar,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:7,GSC_AVG_POSITION:36.3,27.3,LOW,/blog/allahu-akbar-meaning-in-english,/blog/allahu-akbar-meaning-in-english,LOW,definition,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
dream in islamic interpretation,dream in islamic interpretation,informational,islamic-general,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:81.3,27.3,MEDIUM,/blog/islamic-dream-interpretation.html,/blog/islamic-dream-interpretation.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
dua anxiety,dua anxiety,informational,duas-supplications,guide,Germany,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:65.7,27.3,LOW,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
dua for travelling,dua for travelling,informational,duas-supplications,guide,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:69.3,27.3,LOW,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
inshallah pronounce,inshallah pronounce,informational,islamic-terms,definition,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:41.3,27.3,LOW,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran for beginners online,quran for beginners online,informational,islamic-general,reference,United Kingdom,,beginners,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:72.7,27.3,MEDIUM,/online-quran-for-beginners,/online-quran-for-beginners,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
surah al-mulk benefits,surah al-mulk benefits,informational,quran-surahs,reference,Germany,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:80.3,27.3,LOW,/blog/surah-mulk-benefits,/blog/surah-mulk-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
surah rahman benefits,surah rahman benefits,informational,quran-surahs,reference,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:83.7,27.3,LOW,/blog/surah-rahman-benefits,/blog/surah-rahman-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
tahajjud,tahajjud,informational,salah-prayer,guide,GHA,,none,none,none,top,GSC_IMPRESSIONS_68D:7,GSC_AVG_POSITION:56.7,27.3,LOW,/blog/tahajjud-prayer,/blog/tahajjud-prayer,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
travelling dua,travelling dua,informational,duas-supplications,guide,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:68.3,27.3,LOW,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
al asma ul husna in arabic,al asma ul husna in arabic,informational,99-names,reference,Malaysia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:43,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 name of god,99 name of god,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:88,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 names of allah arabic,99 names of allah arabic,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:69,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 names of allah with meanings and benefits,99 names of allah with meanings and benefits,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:81,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 names of god,99 names of god,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:88,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
al tahiyat prayer,al tahiyat prayer,informational,salah-prayer,guide,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:25,27.1,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
al tahiyatu lillahi,al tahiyatu lillahi,informational,salah-prayer,guide,Malaysia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:39,27.1,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
alhamduliah,alhamduliah,informational,unclustered,unknown,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:50,27.1,LOW,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah 99 names in order,allah 99 names in order,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:84,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah 99 names meanings,allah 99 names meanings,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:83,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah names and benefits,allah names and benefits,informational,99-names,reference,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:48,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah names for marriage,allah names for marriage,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:74,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah swt 99 names,allah swt 99 names,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:68,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah's 99 names and meanings,allah's 99 names and meanings,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:79,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah's 99 names in arabic,allah's 99 names in arabic,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:82,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allahs 99 names and meanings,allahs 99 names and meanings,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:70,27.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allahu akbar lyrics english,allahu akbar lyrics english,informational,islamic-terms,definition,Malaysia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:47,27.1,MEDIUM,/blog/allahu-akbar-meaning-in-english,/blog/allahu-akbar-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
asma ul husna,asma ul husna,informational,99-names,reference,KEN,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:34,27.1,LOW,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
astagfurallah,astagfurallah,informational,islamic-general,reference,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:47,27.1,LOW,/blog/astaghfirullah-meaning,/blog/astaghfirullah-meaning,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ayat karima,ayat karima,informational,quran-surahs,reference,Qatar,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:34,27.1,LOW,/blog/ayat-e-karima,/blog/ayat-e-karima,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ayatul kursi bedeutung,ayatul kursi bedeutung,informational,quran-surahs,reference,Germany,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:60,27.1,LOW,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ayatul kursi islam,ayatul kursi islam,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:48,27.1,LOW,/blog/ayatul-kursi-arabic-english-benefits.html,/blog/ayatul-kursi-arabic-english-benefits.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
bismillah in a sentence,bismillah in a sentence,informational,islamic-terms,definition,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:77,27.1,MEDIUM,/blog/bismillah-meaning-in-english,/blog/bismillah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
darood sharif,darood sharif,informational,duas-supplications,guide,Kuwait,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:25,27.1,LOW,/blog/darood-sharif,/blog/darood-sharif,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
darood sharif english,darood sharif english,informational,duas-supplications,guide,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:36,27.1,LOW,/blog/darood-sharif,/blog/darood-sharif,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
doaa safar,doaa safar,informational,unclustered,unknown,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:44,27.1,LOW,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua as safar,dua as safar,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:44,27.1,LOW,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua before flight,dua before flight,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:49,27.1,LOW,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua depression,dua depression,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:48,27.1,LOW,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for fear and anxiety,dua for fear and anxiety,informational,duas-supplications,guide,Saudi Arabia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:58,27.1,MEDIUM,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for istikhara,dua for istikhara,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:46,27.1,LOW,/blog/dua-e-istikhara,/blog/dua-e-istikhara,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for journey by plane,dua for journey by plane,informational,duas-supplications,guide,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:54,27.1,MEDIUM,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua of depression,dua of depression,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:49,27.1,LOW,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua of istikhara,dua of istikhara,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:41,27.1,LOW,/blog/dua-e-istikhara,/blog/dua-e-istikhara,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua when sad,dua when sad,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:46,27.1,LOW,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
duas for depression,duas for depression,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:50,27.1,LOW,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
